Mod:Item:MetaData, Localized Name
hbm:mp_fuselage_15_kerosene_minuteman, 15号弹体[煤油]
hbm:mp_fuselage_15_kerosene_pip, 15号弹体[煤油]
hbm:mp_fuselage_15_kerosene_taint, 15号弹体[煤油]
hbm:mp_fuselage_15_kerosene_yuck, 15号弹体[煤油]
hbm:mp_fuselage_15_solid, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_insulation, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_desh, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_soviet_glory, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_soviet_stank, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_faust, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_silvermoonlight, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_snowy, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_panorama, 15号弹体[固体燃料]
hbm:mp_fuselage_15_solid_roses, 15号弹体[固体燃料]
hbm:mp_fuselage_15_hydrogen, 15号弹体[液氢]
hbm:mp_fuselage_15_hydrogen_cathedral, 15号弹体[液氢]
hbm:mp_fuselage_15_balefire, 15号弹体[野火燃料]
hbm:mp_fuselage_15_20_kerosene, 15号/20 弹体[煤油]
hbm:mp_fuselage_15_20_kerosene_magnusson, 15号/20 弹体[煤油]
hbm:mp_fuselage_15_20_solid, 15号/20 弹体[固体燃料]
hbm:mp_warhead_10_he, 10号HE弹头
hbm:mp_warhead_10_incendiary, 10号燃烧弹头
hbm:mp_warhead_10_buster, 10号掩体破坏弹头
hbm:mp_warhead_10_nuclear, 10号微型核弹头
hbm:mp_warhead_10_nuclear_large, 10号核弹头
hbm:mp_warhead_10_taint, 10号污染弹头
hbm:mp_warhead_10_cloud, 10号粉色云弹头
hbm:mp_warhead_15_he, 15号HE弹头
hbm:mp_warhead_15_incendiary, 15号燃烧弹头
hbm:mp_warhead_15_nuclear, 15号核弹头
hbm:mp_warhead_15_nuclear_shark, 15号核弹头
hbm:mp_warhead_15_thermo, 15 号热核弹头
hbm:mp_warhead_15_mirv, 15 号 MIRV 弹头
hbm:mp_warhead_15_boxcar, 15号 车厢?
hbm:mp_warhead_15_n2, 15号N2炸弹
hbm:mp_warhead_15_balefire, 15号野火弹头
hbm:mp_warhead_15_volcano, 15 号火山弹头
hbm:mp_c_1, 1级导弹制导芯片
hbm:mp_c_2, 2级导弹制导芯片
hbm:mp_c_3, 3级导弹制导芯片
hbm:mp_c_4, 4级导弹制导芯片
hbm:mp_c_5, 5级导弹制导芯片
hbm:missile_skin_camo, 导弹外壳:迷彩
hbm:missile_skin_desert, 导弹外壳:沙漠迷彩
hbm:missile_skin_flames, 导弹外壳:火焰
hbm:missile_skin_manly_pink, 导弹外壳:猛男粉
hbm:missile_skin_orange_insulation, 导弹外壳:橙色绝缘
hbm:missile_skin_sleek, 导弹外壳:IF-R&D
hbm:missile_skin_soviet_glory, 导弹外壳:苏联荣耀
hbm:missile_skin_soviet_stank, 导弹外壳:苏维埃不朽
hbm:missile_skin_metal, 导弹外壳:全金属外壳
hbm:missile_custom, 定制导弹
hbm:sliding_blast_door_skin0, 侧向滑动防爆门(默认皮肤)
hbm:sliding_blast_door_skin1, 侧向滑动防爆门(皮肤1)
hbm:sliding_blast_door_skin2, 侧向滑动防爆门(皮肤2)
hbm:door_metal, 金属门
hbm:door_office, 办公室门
hbm:door_bunker, 仓门
hbm:record_lc, item.record_lc.name
hbm:record_ss, item.record_ss.name
hbm:record_vc, item.record_vc.name
hbm:record_glass, item.record_glass.name
hbm:flame_pony, 卡通小马画
hbm:flame_conspiracy, 阴谋论
hbm:flame_politics, 政治话题
hbm:flame_opinion, 个人观点
hbm:polaroid, 偏光片
hbm:glitch, 故障
hbm:burnt_bark, 烧焦树皮
hbm:letter, 快捷邮件
hbm:book_secret, 3-596-50802-9
hbm:book_of_, 车厢书
hbm:crystal_horn, 水晶角
hbm:crystal_charred, 烧焦的水晶
hbm:watch, 破旧怀表
hbm:apple_euphemium, Ep苹果
hbm:wand_k, 建筑魔杖
hbm:wand_s, 结构魔杖
hbm:wand_d, 调试魔杖
hbm:rod_of_discord, 混沌传送杖
hbm:analyzer, 分析仪
hbm:defuser, 高科技拆弹装置
hbm:defuser_desh, Desh质高科技拆弹装置
hbm:meltdown_tool, 迪亚特洛夫快速熔毁装置
hbm:chopper_head, 猎人直升机驾驶舱
hbm:chopper_gun, 猎人直升机机枪
hbm:chopper_torso, 猎人直升机主体
hbm:chopper_tail, 猎人直升机尾部
hbm:chopper_wing, 猎人直升机翼片
hbm:chopper_blades, 猎人直升机旋翼
hbm:combine_scrap, CMB钢废料
hbm:shimmer_head, 重型锤头
hbm:shimmer_axe_head, 重型斧头
hbm:shimmer_handle, 强化聚合物手柄
hbm:telepad, 传送部件
hbm:entanglement_kit, 纠缠部件
hbm:bob_metalworks, item.bob_metalworks.name
hbm:bob_assembly, item.bob_assembly.name
hbm:bob_chemistry, item.bob_chemistry.name
hbm:bob_oil, item.bob_oil.name
hbm:bob_nuclear, item.bob_nuclear.name
hbm:digamma_see, item.digamma_see.name
hbm:digamma_feel, item.digamma_feel.name
hbm:digamma_know, item.digamma_know.name
hbm:digamma_kauai_moho, item.digamma_kauai_moho.name
hbm:digamma_up_on_top, item.digamma_up_on_top.name
hbm:smoke1, item.smoke1.name
hbm:smoke2, item.smoke2.name
hbm:smoke3, item.smoke3.name
hbm:smoke4, item.smoke4.name
hbm:smoke5, item.smoke5.name
hbm:smoke6, item.smoke6.name
hbm:smoke7, item.smoke7.name
hbm:smoke8, item.smoke8.name
hbm:b_smoke1, item.b_smoke1.name
hbm:b_smoke2, item.b_smoke2.name
hbm:b_smoke3, item.b_smoke3.name
hbm:b_smoke4, item.b_smoke4.name
hbm:b_smoke5, item.b_smoke5.name
hbm:b_smoke6, item.b_smoke6.name
hbm:b_smoke7, item.b_smoke7.name
hbm:b_smoke8, item.b_smoke8.name
hbm:d_smoke1, item.d_smoke1.name
hbm:d_smoke2, item.d_smoke2.name
hbm:d_smoke3, item.d_smoke3.name
hbm:d_smoke4, item.d_smoke4.name
hbm:d_smoke5, item.d_smoke5.name
hbm:d_smoke6, item.d_smoke6.name
hbm:d_smoke7, item.d_smoke7.name
hbm:d_smoke8, item.d_smoke8.name
hbm:cloud1, item.cloud1.name
hbm:cloud2, item.cloud2.name
hbm:cloud3, item.cloud3.name
hbm:cloud4, item.cloud4.name
hbm:cloud5, item.cloud5.name
hbm:cloud6, item.cloud6.name
hbm:cloud7, item.cloud7.name
hbm:cloud8, item.cloud8.name
hbm:gasflame1, item.gasflame1.name
hbm:gasflame2, item.gasflame2.name
hbm:gasflame3, item.gasflame3.name
hbm:gasflame4, item.gasflame4.name
hbm:gasflame5, item.gasflame5.name
hbm:gasflame6, item.gasflame6.name
hbm:gasflame7, item.gasflame7.name
hbm:gasflame8, item.gasflame8.name
hbm:flame_1, item.flame_1.name
hbm:flame_2, item.flame_2.name
hbm:flame_3, item.flame_3.name
hbm:flame_4, item.flame_4.name
hbm:flame_5, item.flame_5.name
hbm:flame_6, item.flame_6.name
hbm:flame_7, item.flame_7.name
hbm:flame_8, item.flame_8.name
hbm:flame_9, item.flame_9.name
hbm:flame_10, item.flame_10.name
hbm:orange1, item.orange1.name
hbm:orange2, item.orange2.name
hbm:orange3, item.orange3.name
hbm:orange4, item.orange4.name
hbm:orange5, item.orange5.name
hbm:orange6, item.orange6.name
hbm:orange7, item.orange7.name
hbm:orange8, item.orange8.name
hbm:pc1, item.pc1.name
hbm:pc2, item.pc2.name
hbm:pc3, item.pc3.name
hbm:pc4, item.pc4.name
hbm:pc5, item.pc5.name
hbm:pc6, item.pc6.name
hbm:pc7, item.pc7.name
hbm:pc8, item.pc8.name
hbm:chlorine1, item.chlorine1.name
hbm:chlorine2, item.chlorine2.name
hbm:chlorine3, item.chlorine3.name
hbm:chlorine4, item.chlorine4.name
hbm:chlorine5, item.chlorine5.name
hbm:chlorine6, item.chlorine6.name
hbm:chlorine7, item.chlorine7.name
hbm:chlorine8, item.chlorine8.name
hbm:ln2_1, item.ln2_1.name
hbm:ln2_2, item.ln2_2.name
hbm:ln2_3, item.ln2_3.name
hbm:ln2_4, item.ln2_4.name
hbm:ln2_5, item.ln2_5.name
hbm:ln2_6, item.ln2_6.name
hbm:ln2_7, item.ln2_7.name
hbm:ln2_8, item.ln2_8.name
hbm:ln2_9, item.ln2_9.name
hbm:ln2_10, item.ln2_10.name
hbm:gas1, item.gas1.name
hbm:gas2, item.gas2.name
hbm:gas3, item.gas3.name
hbm:gas4, item.gas4.name
hbm:gas5, item.gas5.name
hbm:gas6, item.gas6.name
hbm:gas7, item.gas7.name
hbm:gas8, item.gas8.name
hbm:spill1, item.spill1.name
hbm:spill2, item.spill2.name
hbm:spill3, item.spill3.name
hbm:spill4, item.spill4.name
hbm:spill5, item.spill5.name
hbm:spill6, item.spill6.name
hbm:spill7, item.spill7.name
hbm:spill8, item.spill8.name
hbm:nothing, 没有东西
hbm:ducc, 杜克
hbm:discharge, item.discharge.name
hbm:undefined, 形态未定义物质
hbm:mysteryshovel, 易碎锹
hbm:memory, item.null.name
hbm:test_render, tile.test_render.name
hbm:obj_tester, tile.obj_tester.name
hbm:cheater_virus, 冻结Ep
hbm:cheater_virus_seed, 不稳定Ep Schrabide块
hbm:crystal_virus, 黑水晶
hbm:crystal_hardened, 硬化黑水晶
hbm:crystal_pulsar, 脉动水晶
hbm:balefire, 野火
hbm:fire_digamma, 挥之不去的迪伽马之火
hbm:digamma_matter, 迪伽马物质
hbm:asphalt, 沥青
hbm:reinforced_glass, 强化玻璃
hbm:reinforced_light, 强化萤石
hbm:reinforced_lamp_off, 强化红石灯
hbm:reinforced_lamp_on, 强化红石灯
hbm:reinforced_stone, 致密石头
hbm:brick_concrete, 混凝土砖块
hbm:brick_concrete_mossy, 长满苔藓的混凝土砖块
hbm:brick_concrete_cracked, 开裂的混凝土砖块
hbm:brick_concrete_broken, 破碎的混凝土砖块
hbm:brick_concrete_marked, 标记混凝土砖
hbm:reinforced_brick, 强化石头
hbm:brick_compound, 复合网格砖块
hbm:brick_light, 轻质砖块
hbm:brick_asbestos, 石棉砖块
hbm:reinforced_sand, 强化砂石
hbm:brick_obsidian, 黑曜石砖块
hbm:cmb_brick, CMB钢瓦块
hbm:cmb_brick_reinforced, 加固CMB钢砖块
hbm:concrete, 混凝土瓦块
hbm:concrete_smooth, 混凝土
hbm:concrete_white, 白色混凝土
hbm:concrete_orange, 橙色混凝土
hbm:concrete_magenta, 洋红色混凝土
hbm:concrete_light_blue, 淡蓝色混凝土
hbm:concrete_yellow, 黄色混凝土
hbm:concrete_lime, 石灰混凝土
hbm:concrete_pink, 粉色混凝土
hbm:concrete_gray, 灰色混凝土
hbm:concrete_silver, 浅灰色混凝土
hbm:concrete_cyan, 青色混凝土
hbm:concrete_purple, 紫色混凝土
hbm:concrete_blue, 蓝色混凝土
hbm:concrete_brown, 棕色混凝土
hbm:concrete_green, 绿色混凝土
hbm:concrete_red, 红色混凝土
hbm:concrete_black, 黑色混凝土
hbm:concrete_hazard, 建筑商指定混凝土-危险
hbm:concrete_asbestos, 黑色混凝土
hbm:concrete_pillar, 钢筋混凝土柱
hbm:ducrete_smooth, 光滑高密度贫铀混凝土
hbm:ducrete, 高密度贫铀混凝土
hbm:ducrete_brick, 高密度贫铀混凝土砖块
hbm:ducrete_reinforced, 钢筋高密度贫铀混凝土砖块
hbm:tile_lab, 实验室瓷砖
hbm:tile_lab_cracked, 开裂实验室瓷砖
hbm:tile_lab_broken, 破损实验室瓷砖
hbm:reinforced_stone_stairs, 致密石楼梯
hbm:brick_concrete_stairs, 混凝土砖楼梯
hbm:brick_concrete_mossy_stairs, 长满苔藓的混凝土楼梯
hbm:brick_concrete_cracked_stairs, 开裂的混凝土楼梯
hbm:brick_concrete_broken_stairs, 破碎的混凝土楼梯
hbm:reinforced_brick_stairs, 强化石楼梯
hbm:brick_compound_stairs, 复合网格楼梯
hbm:brick_asbestos_stairs, 石棉砖楼梯
hbm:reinforced_sand_stairs, 强化砂石楼梯
hbm:brick_obsidian_stairs, 黑曜石砖楼梯
hbm:cmb_brick_reinforced_stairs, 加固CMB钢砖楼梯
hbm:concrete_stairs, 混凝土楼梯
hbm:concrete_smooth_stairs, 光滑的混凝土楼梯
hbm:concrete_white_stairs, 白色混凝土楼梯
hbm:concrete_orange_stairs, 橙色混凝土楼梯
hbm:concrete_magenta_stairs, 洋红色混凝土楼梯
hbm:concrete_light_blue_stairs, 浅蓝色混凝土楼梯
hbm:concrete_yellow_stairs, 黄色混凝土楼梯
hbm:concrete_lime_stairs, 石灰混凝土楼梯
hbm:concrete_pink_stairs, 粉色混凝土楼梯
hbm:concrete_gray_stairs, 灰色混凝土楼梯
hbm:concrete_silver_stairs, 银色混凝土楼梯
hbm:concrete_cyan_stairs, 青色混凝土楼梯
hbm:concrete_purple_stairs, 紫色混凝土楼梯
hbm:concrete_blue_stairs, 蓝色混凝土楼梯
hbm:concrete_brown_stairs, 棕色混凝土楼梯
hbm:concrete_green_stairs, 绿色混凝土楼梯
hbm:concrete_red_stairs, 红色混凝土楼梯
hbm:concrete_black_stairs, 黑色混凝土楼梯
hbm:concrete_asbestos_stairs, 石棉混凝土楼梯
hbm:ducrete_smooth_stairs, 光滑高密度贫铀混凝土楼梯
hbm:ducrete_stairs, 高密度贫铀混凝土楼梯
hbm:ducrete_brick_stairs, 高密度贫铀混凝土砖楼梯
hbm:ducrete_reinforced_stairs, 加固高密度贫铀混凝土楼梯
hbm:tile_lab_stairs, 实验室瓷砖楼梯
hbm:tile_lab_cracked_stairs, 破裂的实验室瓷砖楼梯
hbm:tile_lab_broken_stairs, 破碎的实验室瓷砖楼梯
hbm:reinforced_stone_slab, 致密石台阶
hbm:brick_concrete_slab, 混凝土砖台阶
hbm:brick_concrete_mossy_slab, 长满苔藓的混凝土台阶
hbm:brick_concrete_cracked_slab, 开裂的混凝土台阶
hbm:brick_concrete_broken_slab, 破碎的混凝土台阶
hbm:reinforced_brick_slab, 强化石台阶
hbm:brick_compound_slab, 复合网格台阶
hbm:brick_asbestos_slab, 石棉砖台阶
hbm:reinforced_sand_slab, 强化砂石台阶
hbm:brick_obsidian_slab, 黑曜石砖台阶
hbm:cmb_brick_reinforced_slab, 加固CMB钢砖台阶
hbm:concrete_slab, 混凝土台阶
hbm:concrete_smooth_slab, 光滑混凝土台阶
hbm:concrete_white_slab, 白色混凝土台阶
hbm:concrete_orange_slab, 橙色混凝土台阶
hbm:concrete_magenta_slab, 洋红色混凝土台阶
hbm:concrete_light_blue_slab, 浅蓝色混凝土台阶
hbm:concrete_yellow_slab, 黄色混凝土台阶
hbm:concrete_lime_slab, 石灰混凝土台阶
hbm:concrete_pink_slab, 粉色混凝土台阶
hbm:concrete_gray_slab, 灰色混凝土台阶
hbm:concrete_silver_slab, 银色混凝土台阶
hbm:concrete_cyan_slab, 青色混凝土台阶
hbm:concrete_purple_slab, 紫色混凝土台阶
hbm:concrete_blue_slab, 蓝色混凝土台阶
hbm:concrete_brown_slab, 棕色混凝土台阶
hbm:concrete_green_slab, 绿色混凝土台阶
hbm:concrete_red_slab, 红色混凝土台阶
hbm:concrete_black_slab, 黑色混凝土台阶
hbm:concrete_asbestos_slab, 石棉混凝土台阶
hbm:ducrete_smooth_slab, 光滑高密度贫铀混凝土台阶
hbm:ducrete_slab, 高密度贫铀混凝土台阶
hbm:ducrete_brick_slab, 高密度贫铀混凝土砖台阶
hbm:ducrete_reinforced_slab, 加固高密度贫铀混凝土台阶
hbm:tile_lab_slab, 实验室瓷砖台阶
hbm:tile_lab_cracked_slab, 开裂的实验室瓷砖台阶
hbm:tile_lab_broken_slab, 破碎的实验室瓷砖台阶
hbm:lamp_demon, 恶魔核心灯
hbm:block_scrap, 废品块
hbm:block_electrical_scrap, 电子废料块
hbm:ore_uranium, 铀矿石
hbm:ore_uranium_scorched, 烧焦的铀矿石
hbm:ore_schrabidium, Sa326矿石
hbm:ore_thorium, 钍矿石
hbm:ore_titanium, 钛矿石
hbm:ore_sulfur, 硫磺矿石
hbm:ore_niter, 硝石矿石
hbm:ore_copper, 铜矿石
hbm:ore_tungsten, 钨矿石
hbm:ore_aluminium, 铝矿石
hbm:ore_fluorite, 氟石矿石
hbm:ore_lead, 铅矿石
hbm:ore_beryllium, 铍矿石
hbm:ore_lignite, 褐煤矿石
hbm:ore_asbestos, 石棉矿
hbm:ore_rare, 稀土矿石
hbm:ore_coal_oil, 含油煤矿石
hbm:ore_coal_oil_burning, 燃烧的含油煤矿石
hbm:cluster_iron, 铁矿簇
hbm:cluster_titanium, 钛矿簇
hbm:cluster_aluminium, 铝矿簇
hbm:cluster_copper, 铜矿簇
hbm:ore_cobalt, 钴矿石
hbm:ore_cinnebar, 朱砂矿石
hbm:ore_coltan, 钶钽铁矿
hbm:ore_reiium, 雷恩矿石
hbm:ore_weidanium, 魏丹矿石
hbm:ore_australium, 奥斯矿石
hbm:ore_verticium, 韦德赛矿石
hbm:ore_unobtainium, 难得素矿石
hbm:ore_daffergon, 达夫贡矿石
hbm:stone_depth, 深层岩石
hbm:ore_depth_cinnebar, 深层朱砂矿石
hbm:ore_depth_zirconium, 深层锆矿石
hbm:ore_depth_borax, 深层硼砂矿
hbm:cluster_depth_iron, 深层铁矿簇
hbm:cluster_depth_titanium, 深层钛矿簇
hbm:cluster_depth_tungsten, 深层钨矿簇
hbm:ore_bedrock_coltan, 基岩钶钽铁矿石
hbm:ore_bedrock_oil, 基岩油层
hbm:ore_bedrock_block, 基岩矿石
hbm:ore_oil, 油岩
hbm:ore_oil_empty, 空油岩
hbm:ore_oil_sand, 沥青砂
hbm:stone_gneiss, 石墨页岩
hbm:ore_gneiss_iron, 铁矿页岩
hbm:ore_gneiss_gold, 金矿页岩
hbm:ore_gneiss_uranium, 铀矿页岩
hbm:ore_gneiss_uranium_scorched, 烧焦的铀矿页岩
hbm:ore_gneiss_copper, 铜矿页岩
hbm:ore_gneiss_asbestos, 石棉矿页岩
hbm:ore_gneiss_lithium, 锂矿页岩
hbm:ore_gneiss_schrabidium, Sa326矿页岩
hbm:ore_gneiss_rare, 稀土矿页岩
hbm:ore_gneiss_gas, 气页岩
hbm:ore_tikite, 赛瑞克矿石
hbm:ore_nether_coal, 燃烧下界煤矿
hbm:ore_nether_smoldering, 阴燃下界岩
hbm:ore_nether_cobalt, 下界钴矿石
hbm:ore_nether_tungsten, 下界钨矿石
hbm:ore_nether_sulfur, 下界硫磺矿石
hbm:ore_nether_fire, 火矿石
hbm:ore_nether_uranium, 下界铀矿石
hbm:ore_nether_uranium_scorched, 烧焦的下界铀矿石
hbm:ore_nether_plutonium, 下界钚矿石
hbm:ore_nether_schrabidium, 下界Sa326矿石
hbm:stone_depth_nether, 下界深层岩
hbm:ore_depth_nether_neodymium, 下界深层钕矿
hbm:ore_depth_nether_nitan, 下界深层NITAN矿
hbm:block_meteor, 陨石块
hbm:block_meteor_cobble, 陨石
hbm:block_meteor_broken, 破碎的陨石块
hbm:block_meteor_molten, 高温陨石
hbm:block_meteor_treasure, 宝藏陨石块
hbm:ore_meteor_uranium, 铀矿陨石
hbm:ore_meteor_thorium, 钍矿陨石
hbm:ore_meteor_titanium, 钛矿陨石
hbm:ore_meteor_sulfur, 硫磺矿陨石
hbm:ore_meteor_copper, 铜矿陨石
hbm:ore_meteor_tungsten, 钨矿陨石
hbm:ore_meteor_aluminium, 铝矿陨石
hbm:ore_meteor_lead, 铅矿陨石
hbm:ore_meteor_lithium, 锂矿陨石
hbm:ore_meteor_starmetal, 星辉矿陨石
hbm:meteor_polished, 平滑陨石块
hbm:meteor_brick, 陨石砖
hbm:meteor_brick_mossy, 苔藓陨石砖
hbm:meteor_brick_cracked, 裂纹陨石砖
hbm:meteor_brick_chiseled, 錾制陨石砖
hbm:meteor_pillar, 竖纹陨石砖
hbm:meteor_spawner, 赛博螃蟹组装机
hbm:meteor_battery, 星辉静电发生器
hbm:brick_jungle, 硫砷钢砖块
hbm:brick_jungle_cracked, 开裂硫砷钢砖块
hbm:brick_jungle_lava, 岩浆硫砷钢砖块
hbm:brick_jungle_ooze, 放射硫砷钢砖块
hbm:brick_jungle_mystic, 奥术硫砷钢砖块
hbm:brick_jungle_trap, 陷阱硫砷钢砖块
hbm:brick_jungle_glyph, 硫砷钢石雕砖块
hbm:brick_jungle_circle, 机械师之环
hbm:brick_dungeon, 硒铜砖
hbm:brick_dungeon_flat, 硒铜块
hbm:brick_dungeon_tile, 硒铜瓦
hbm:brick_dungeon_circle, 圆环硒铜块
hbm:block_niter, 硝石块
hbm:block_niter_reinforced, 硝石加固块
hbm:block_sulfur, 硫磺块
hbm:block_thorium, 钍块
hbm:block_thorium_fuel, 钍燃料块
hbm:block_neptunium, 镎块
hbm:block_polonium, 钋-210块
hbm:block_mox_fuel, MOX燃料块
hbm:block_plutonium, 钚块
hbm:block_pu238, 钚-238块
hbm:block_pu239, 钚-239块
hbm:block_pu240, 钚-240块
hbm:block_pu_mix, 反应堆级钚块
hbm:block_plutonium_fuel, 钚燃料块
hbm:block_uranium, 铀块
hbm:block_u233, 铀-233块
hbm:block_u235, 铀-U235块
hbm:block_u238, 铀-U238块
hbm:block_uranium_fuel, 铀燃料块
hbm:block_titanium, 钛块
hbm:block_copper, 铜块
hbm:block_red_copper, 紫铜块
hbm:block_advanced_alloy, 高级合金块
hbm:block_tungsten, 钨块
hbm:block_aluminium, 铝块
hbm:block_fluorite, 氟石块
hbm:block_steel, 钢块
hbm:block_lead, 铅块
hbm:block_cadmium, 镉块
hbm:block_bismuth, 铋块
hbm:block_coltan, 钶钽铁块
hbm:block_tantalium, 钽块
hbm:block_niobium, 铌块
hbm:block_trinitite, 玻璃石块
hbm:block_beryllium, 铍块
hbm:block_schraranium, 低丰度Sa326块
hbm:block_schrabidium, Sa326块
hbm:block_schrabidate, Sa酸铁块
hbm:block_solinium, Sa327块
hbm:block_schrabidium_fuel, Sa326燃料块
hbm:block_au198, 金-198块
hbm:block_euphemium, Ep块
hbm:block_dineutronium, 双聚中子态素块
hbm:block_schrabidium_cluster, Sa326团
hbm:block_euphemium_cluster, Ep刻蚀Sa326团
hbm:block_combine_steel, CMB钢块
hbm:block_magnetized_tungsten, 磁化钨块
hbm:block_desh, Desh块
hbm:block_dura_steel, 强化高速钢块
hbm:block_saturnite, 土星块
hbm:gravel_obsidian, 碎黑曜石
hbm:gravel_diamond, 钻石砂砾
hbm:deco_titanium, 钛装饰块
hbm:deco_red_copper, 紫铜装饰块
hbm:deco_tungsten, 钨装饰块
hbm:deco_aluminium, 铝装饰块
hbm:deco_steel, 钢装饰块
hbm:deco_lead, 铅装饰块
hbm:deco_beryllium, 铍装饰块
hbm:deco_asbestos, 石棉瓦
hbm:deco_rbmk, RBMK装饰块
hbm:deco_rbmk_smooth, 平滑RBMK装饰块
hbm:spinny_light, 旋转警示灯
hbm:hazmat, 防辐射布块
hbm:tape_recorder, 录音机
hbm:steel_poles, 钢杆
hbm:pole_top, 天线顶部
hbm:pole_satellite_receiver, 卫星天线
hbm:steel_wall, 钢墙
hbm:steel_corner, 钢墙角
hbm:steel_roof, 钢天花顶
hbm:steel_beam, 钢梁
hbm:steel_scaffold, 钢脚手架
hbm:steel_grate, 钢格栅
hbm:deco_pipe, 钢制管道
hbm:deco_pipe_rusted, 生锈的钢制管道
hbm:deco_pipe_green, 绿色钢制管道
hbm:deco_pipe_green_rusted, 生锈的绿色钢制管道
hbm:deco_pipe_red, 红色钢制管道
hbm:deco_pipe_marked, 气体管道
hbm:deco_pipe_rim, 钢制管道 (镶边)
hbm:deco_pipe_rim_rusted, 生锈的钢制管道 (镶边)
hbm:deco_pipe_rim_green, 绿色钢制管道 (镶边)
hbm:deco_pipe_rim_green_rusted, 生锈的绿色钢制管道 (镶边)
hbm:deco_pipe_rim_red, 红色钢制管道 (镶边)
hbm:deco_pipe_rim_marked, 气体管道 (镶边)
hbm:deco_pipe_framed, 钢制管道 (镶框)
hbm:deco_pipe_framed_rusted, 生锈的钢制管道 (镶框)
hbm:deco_pipe_framed_green, 绿色钢制管道 (镶框)
hbm:deco_pipe_framed_green_rusted, 生锈的绿色钢制管道 (镶框)
hbm:deco_pipe_framed_red, 红色钢制管道 (镶框)
hbm:deco_pipe_framed_marked, 气体管道 (镶框)
hbm:deco_pipe_quad, 钢制管道束
hbm:deco_pipe_quad_rusted, 生锈的钢制管道束
hbm:deco_pipe_quad_green, 绿色钢制管道束
hbm:deco_pipe_quad_green_rusted, 生锈的绿色钢制管道束
hbm:deco_pipe_quad_red, 红色钢制管道束
hbm:deco_pipe_quad_marked, 气体管道束
hbm:mush, 发光真菌
hbm:mush_block, 生长的发光真菌
hbm:mush_block_stem, 生长的发光真菌茎
hbm:block_waste, 核废料块
hbm:block_waste_painted, 带标志的核废料块
hbm:block_waste_vitrified, 玻璃化核废料块
hbm:waste_mycelium, 发光菌丝
hbm:waste_earth, 死亡草地
hbm:waste_dirt, 污染土
hbm:waste_gravel, 受污染的砂砾
hbm:waste_sandstone, 受污染的砂岩
hbm:waste_sand, 受污染的沙子
hbm:waste_trinitite, 核融玻璃矿石
hbm:waste_sandstone_red, 受污染的红砂岩
hbm:waste_sand_red, 受污染的红沙
hbm:waste_trinitite_red, 红色核融玻璃矿石
hbm:waste_terracotta, 受污染的陶土
hbm:waste_log, 烧焦原木
hbm:waste_planks, 烧焦木板
hbm:waste_leaves, 枯叶
hbm:waste_grass_tall, 枯草
hbm:plant_dead_generic, 死亡植物
hbm:plant_dead_grass, 死亡植物
hbm:plant_dead_flower, 死亡植物
hbm:plant_dead_big_flower, 死亡植物
hbm:plant_dead_fern, 死亡植物
hbm:dirt_dead, 泥渣
hbm:dirt_oily, 油泥
hbm:sand_dirty, 油砂
hbm:sand_dirty_red, 红色油砂
hbm:stone_cracked, 碎裂的岩石
hbm:frozen_grass, 冰冻草地
hbm:frozen_log, 冰冻原木
hbm:frozen_planks, 冰冻木板
hbm:frozen_dirt, 冰冻泥土
hbm:waste_snow, 受污染的雪
hbm:waste_snow_block, 受污染的雪块
hbm:waste_ice, 受污染的冰块
hbm:fallout, 辐射尘
hbm:block_fallout, 辐射尘块
hbm:block_boron, 硼块
hbm:block_lanthanium, 镧块
hbm:block_ra226, 镭226块
hbm:block_radspice, Neoveline块
hbm:block_actinium, 锕块
hbm:block_tritium, 氚单元块
hbm:block_smore, S'more 块
hbm:sellafield_slaked, 消沉的放射性熔融凝固物
hbm:sellafield_0, 放射性熔融凝固物
hbm:sellafield_1, 高温放射性熔融凝固物
hbm:sellafield_2, 沸腾的放射性熔融凝固物
hbm:sellafield_3, 灼热的放射性熔融凝固物
hbm:sellafield_4, 地狱般的放射性熔融凝固物
hbm:sellafield_core, 放射性熔融凝固物核心
hbm:baleonitite_slaked, 消沉的野火熔融凝固物
hbm:baleonitite_0, 野火熔融凝固物
hbm:baleonitite_1, 高温野火熔融凝固物
hbm:baleonitite_2, 沸腾的野火熔融凝固物
hbm:baleonitite_3, 灼热的野火熔融凝固物
hbm:baleonitite_4, 地狱般的野火熔融凝固物
hbm:baleonitite_core, 野火熔融凝固物核心
hbm:geysir_water, 间歇泉
hbm:geysir_chlorine, 氯气间歇泉
hbm:geysir_vapor, 蒸气间歇泉
hbm:geysir_nether, 岩浆间歇泉
hbm:block_yellowcake, 黄饼块
hbm:block_starmetal, 星辉块
hbm:block_polymer, 聚合物块
hbm:block_bakelite, 电木块
hbm:block_rubber, 橡胶块
hbm:block_asbestos, 石棉块
hbm:block_cobalt, 钴块
hbm:block_lithium, 锂块
hbm:block_zirconium, 锆块
hbm:block_insulator, 绝缘卷
